horas_estudio_semanal,nota_anterior,tasa_asistencia,horas_sueno,edad,nivel_dificultad,tiene_tutor,horario_estudio_preferido,estilo_aprendizaje,nota_final,aprobado
6.006155478744027,68.81319549762357,74.27218954613586,9.55835565075925,21,Fácil,No,Mañana,Kinestésico,61.3,1
11.443749505785155,68.9264279023357,94.1490726825403,7.240015616926668,27,Difícil,No,Mañana,Auditivo,78.1,1
15.466361349939298,56.107355135460814,76.8846385047942,7.904414640772361,29,Difícil,Sí,Mañana,Visual,70.8,1
10.825477157096316,74.40978671258426,100.0,5.575679094833145,22,Difícil,Sí,Noche,,90.3,1
16.050686320666554,74.01825651376075,67.31250468451226,5.650699209111719,26,Medio,Sí,Noche,Visual,64.4,1
17.056466348672604,87.99649007902721,26.82899259164836,8.406696652045465,24,Medio,No,,Auditivo,71.7,1
18.126371989648547,89.91972406182808,58.74691841700606,5.633690696446974,25,Medio,Sí,,Visual,91.1,1
1.0,50.52593352592821,80.51388837431912,8.162249267227114,28,Fácil,No,Tarde,Visual,64.8,1
8.816005550590486,63.331992154653,59.36748109319047,,26,Medio,No,Tarde,Kinestésico,75.0,1
8.918980597175523,86.12809762282659,94.22858686046472,5.593303347954534,24,Fácil,No,Tarde,Kinestésico,82.7,1
15.33151950907666,88.38914123354489,100.0,7.662648763165245,22,Medio,Sí,Tarde,Kinestésico,79.8,1
13.543759282597643,63.94966685415766,72.40835372655727,7.873013629473625,22,Fácil,Sí,Mañana,Auditivo,72.7,1
14.989598294869003,72.66740468479586,89.17503713039058,5.8978028451753985,27,Fácil,Sí,Mañana,Lectura/Escritura,75.1,1
12.503256039968264,73.39734064911238,100.0,7.815683701953833,28,Medio,Sí,,Lectura/Escritura,63.5,1
12.278201568689397,64.27488019351657,61.963513715076836,5.393883104396184,23,Medio,Sí,Noche,Kinestésico,70.1,1
13.823548368931935,69.26578423027594,91.96149307096263,5.332446883692034,22,Medio,No,Tarde,Auditivo,77.8,1
11.40455424823022,67.10285249780141,68.06365797591909,6.091067294483885,29,Fácil,Sí,Tarde,Visual,76.9,1
13.259121571230791,46.68595589973129,66.05389438437777,6.320712280911302,28,Medio,No,Tarde,Lectura/Escritura,77.1,1
16.10320174423675,81.17041671565187,100.0,5.599135088108416,26,Fácil,Sí,Noche,Visual,77.4,1
9.6421426341119,77.89625301356692,76.6831066178093,8.26135952596947,20,Medio,No,Noche,Visual,65.0,1
10.28242807400076,65.66875148264454,74.32240329193016,8.343669728325384,20,Medio,No,Noche,Auditivo,81.9,1
11.287474208665746,83.7774656194767,84.39206118364821,6.779026529845212,24,Medio,No,,Visual,73.5,1
8.841794721510112,71.52693398642057,51.3110636218791,9.383156437859178,24,Medio,No,Mañana,Lectura/Escritura,71.4,1
8.185748512432369,70.65886036810396,80.04621703863313,4.5478795481300285,23,Medio,No,Tarde,Auditivo,71.0,1
13.368512277066685,76.62648763165245,81.08963851185933,7.390134137758819,20,Medio,Sí,Tarde,Auditivo,89.7,1
11.430674678774588,63.45640110684291,65.15726354383239,4.668595589973129,24,Medio,No,Tarde,Kinestésico,74.7,1
10.534206294535068,72.59096524218562,77.743539986901,6.71028524978014,22,Medio,No,,Auditivo,66.0,1
13.228153746379895,66.33178726910306,100.0,5.827561081989285,24,Medio,No,Tarde,Visual,60.2,1
15.243738063632156,57.06184428377443,91.88970155801259,5.989446316879994,19,Fácil,Sí,Mañana,Auditivo,83.8,1
14.151170787931608,81.31996404209654,49.49395050795694,8.830960523271024,23,Medio,No,Tarde,Kinestésico,76.8,1
6.90970567538264,60.082571885653934,100.0,5.946526878543112,25,Medio,No,Noche,Auditivo,67.8,1
21.449939160632134,64.3961365695198,70.67592238870209,6.8888690883079216,18,Medio,Sí,Mañana,Kinestésico,84.1,1
10.181952613466034,78.1132371766594,100.0,9.201790625499108,21,Fácil,Sí,Noche,Visual,74.3,1
14.630881621513062,85.92826202315608,93.36995415930227,8.436180451190522,28,Fácil,No,Tarde,Visual,82.9,1
8.265914493979771,61.44758640434626,69.17266314921663,8.34930079088828,18,Difícil,No,Mañana,Visual,70.4,1
11.976017616371603,47.29616602709421,52.578797117536034,8.815205896199966,18,Medio,Sí,Tarde,Visual,64.6,1
15.700384626477,69.49180246894763,85.64379461838608,5.0955034222290045,27,Fácil,No,,Kinestésico,88.5,1
6.725347581554397,38.20497654979534,49.60671229638673,4.0,29,Medio,No,Tarde,Kinestésico,52.8,0
1.362672167601911,37.839839983333704,76.07945294104826,,28,Medio,No,Noche,Visual,69.3,1
17.489982994026686,76.91821906855884,93.60072359447426,10.0,25,Difícil,Sí,Tarde,Auditivo,85.4,1
10.508977995473526,86.19534892836623,39.99556765753229,5.215716676381954,24,Fácil,No,Mañana,Kinestésico,62.0,1
9.56663180724108,62.82962966082084,34.7265718846731,7.45672288838945,29,Fácil,No,Noche,Visual,68.8,1
6.520460315605208,65.31435935015747,49.150702138060225,6.4517027845405455,27,Difícil,No,,Visual,74.9,1
12.675414075431611,65.55089894354838,58.1102984419874,5.984718777936393,18,Fácil,No,Tarde,Lectura/Escritura,81.9,1
11.787478660266617,81.62249267227114,63.061293171902506,7.712820610092738,28,Fácil,Sí,Noche,Auditivo,77.9,1
3.816738792400467,44.41644349240749,42.86489862061514,,19,Difícil,No,Tarde,,52.3,0
8.051082844304183,78.28805305523463,84.67315933557532,,21,Medio,No,,Visual,80.4,1
17.45167572165159,59.561380946815625,67.04164161265477,10.0,18,Fácil,Sí,Mañana,Kinestésico,80.0,1
18.22184268381919,45.898673965461356,96.06212527975262,6.0955853592276386,20,Fácil,Sí,Tarde,Visual,65.6,1
11.707463279294469,66.17647014160791,53.67392196369336,8.921472096269918,25,Fácil,No,Mañana,Visual,65.2,1
21.28372413714401,70.28229462176955,82.47181790730694,8.77667022835907,25,Fácil,Sí,Noche,Auditivo,82.3,1
12.404197103334063,83.32464017256682,69.4339662486841,,25,Difícil,No,Mañana,Visual,72.8,1
3.2989976703295714,68.69989542172324,63.18101885145901,,23,Medio,No,Noche,Visual,66.7,1
10.320133612689325,53.73707263661189,38.24049685217071,4.425377278551284,23,Medio,No,,Visual,71.7,1
11.641117090077016,72.28585884261201,66.38545401409088,8.288364405925536,22,Difícil,No,Tarde,Visual,68.8,1
6.740878428769209,74.8836484867659,63.3003224796215,,26,Medio,Sí,Tarde,Kinestésico,55.6,0
10.838197675065487,62.06048358536989,51.80969608944715,6.24902318800952,21,Fácil,Sí,Tarde,Auditivo,64.2,1
17.729636590583034,82.6135952596947,81.88307317894144,6.979298959252312,27,Medio,Sí,Tarde,Visual,84.6,1
14.312718572075191,84.662298399131,100.0,9.88960472944598,29,Difícil,Sí,Tarde,Visual,80.9,1
2.9773344641022446,71.45128794325576,65.04381849028334,9.190796773019846,29,Difícil,No,Noche,Visual,57.7,0
10.609975474847989,57.224872148587714,73.7194655492427,,29,Fácil,No,Noche,,59.7,0
2.840145544823672,39.199965936393795,80.61821699292088,8.137006349978627,24,Medio,No,Noche,Visual,65.6,1
13.384270740212022,75.32233446570119,79.01636119784825,6.447677069920261,18,Medio,Sí,Noche,,84.5,1
8.490726059148765,68.20798594857301,94.71220833734539,6.714118873699807,26,Difícil,No,Noche,Visual,77.8,1
11.921873828871865,69.56711371593413,74.67379767429351,7.908932705516115,24,Fácil,Sí,Tarde,Visual,84.2,1
10.63526216710563,75.6038634304802,79.52978753214984,4.0,27,Medio,No,Noche,Lectura/Escritura,62.9,1
7.983222284719224,89.04496577770995,59.90671461053794,10.0,29,Difícil,No,Noche,Kinestésico,63.2,1
11.854508756445485,75.96876879050892,74.7741728343774,4.51878282019268,26,Medio,No,Tarde,Visual,74.1,1
16.70100232967043,100.0,100.0,7.152693398642057,24,Medio,Sí,Noche,Kinestésico,86.9,1
11.575058616713134,43.9190342813622,92.39692676027482,7.175411312264106,19,Fácil,No,Tarde,,72.8,1
10.15684680829604,55.933033479545344,61.58885118754284,7.768090877725527,23,Fácil,Sí,Noche,Kinestésico,58.2,0
11.106718507670829,68.09421349868312,85.70165630172644,7.397925802240305,27,Medio,Sí,Noche,Auditivo,64.2,1
13.400062891844005,79.82395725533681,63.53769217185649,7.811323717665941,29,Difícil,Sí,Noche,Kinestésico,72.9,1
7.942327715463444,48.200806387288004,89.82775207682269,7.687638517877148,28,Fácil,No,Mañana,Lectura/Escritura,70.2,1
4.026857796617076,66.98772910161381,29.86510345142392,7.746713613228744,21,Medio,No,Noche,Visual,61.3,1
9.288777523283509,78.64112331473041,69.79821149654907,6.6137577374002765,20,Medio,Sí,Tarde,Auditivo,65.4,1
9.36473783289437,64.83769511579392,87.17945375418519,6.475775490947952,19,Fácil,No,Tarde,Auditivo,73.2,1
14.887432799710336,71.11130911692078,100.0,6.026913368346891,23,Medio,Sí,Noche,Visual,74.6,1
13.463574484645031,76.33724158678159,82.20343447908317,8.653660550522748,25,Medio,Sí,,Visual,78.2,1
15.093890675164936,94.10132603453864,82.90407046548641,5.569760497478249,23,Difícil,Sí,,Visual,85.6,1
12.376068700309125,99.92456456241692,84.56049378557222,6.382698314639034,26,Medio,No,Tarde,Auditivo,83.8,1
10.018818575019475,90.10300698901129,62.45607284799756,4.903245206543344,22,Medio,No,Tarde,Auditivo,72.2,1
9.830600822982541,73.51328790871929,84.16851357169547,10.0,19,Fácil,No,Noche,Auditivo,72.2,1
7.045254712864752,66.05971358974395,46.36058217929469,4.852043663447102,25,Difícil,No,Tarde,Visual,58.0,0
9.780379877298683,67.3708235711047,73.92054705895174,,26,Fácil,Sí,,Auditivo,74.3,1
9.427925536849996,79.73086631653109,78.6075336982195,7.954579780554784,27,Medio,No,Noche,Lectura/Escritura,78.2,1
4.10299124516259,97.98778136070254,88.47404910826674,6.790434551677206,21,Fácil,No,Tarde,Visual,78.5,1
1.0,53.600915950182106,57.821807920992846,9.59119834971942,23,Difícil,No,Noche,Auditivo,64.8,1
12.969697694446221,72.05765499017575,100.0,8.31027264192204,28,Medio,Sí,Tarde,Kinestésico,69.1,1
5.831095004374446,52.45899003223461,61.71425583338479,8.521856684534328,27,Medio,No,Tarde,Kinestésico,73.9,1
9.616982276246768,54.527368596735336,64.75878829699298,7.096040083806797,25,Fácil,Sí,Tarde,Auditivo,57.9,0
16.129713744514966,70.13173140741391,60.50053588777371,5.791461888127148,26,Medio,Sí,Tarde,Lectura/Escritura,66.6,1
14.669549706305272,63.90881764373962,60.304037935671985,,29,Medio,Sí,Tarde,Visual,77.1,1
8.751392968925662,87.31922035243987,57.749125711699236,,22,Medio,No,Tarde,Lectura/Escritura,80.1,1
2.8749472960522677,85.86227521574303,92.84076717985721,8.043861905318437,29,Fácil,No,Tarde,Visual,56.0,0
10.774647626353886,63.29042078828332,65.27039279158708,7.137567879227915,23,Difícil,No,Mañana,Visual,65.7,1
4.842456198911779,61.35887668526959,63.001269781467,,28,Difícil,Sí,Tarde,Visual,59.4,0
11.60144837928541,56.33690696446975,57.529698107706125,9.660882792275556,21,Fácil,Sí,Mañana,Kinestésico,66.5,1
7.763473596094441,76.37841596312117,78.76065825077829,6.862432120772085,22,Difícil,No,Mañana,Auditivo,78.7,1
6.6785639583461975,85.28167202549481,75.57718171208784,8.192982465932015,24,Medio,No,Noche,Visual,72.7,1
11.417609627483145,50.95503422229005,92.91559637767179,6.118054222749716,26,Medio,No,Noche,Visual,67.4,1
18.270723932691066,89.82918761285052,89.36923992507025,,27,Medio,Sí,Noche,Lectura/Escritura,78.6,1
10.7238980282568,81.4706451067958,65.38321158666375,7.179201405142699,28,Medio,Sí,Tarde,Kinestésico,68.9,1
14.258375950470763,66.48671209128071,76.12971229600304,9.51127866386597,23,Medio,No,Noche,Auditivo,88.1,1
1.0,49.804215333326965,46.077928141636505,5.373707263661189,23,Medio,No,Noche,Auditivo,57.8,0
9.528840373801449,81.82682961981213,100.0,6.214694479986525,25,Medio,No,Noche,Auditivo,66.9,1
11.814251487567631,88.46919764169559,100.0,,28,Medio,No,Tarde,Visual,77.6,1
8.516966314516123,52.898846120569004,83.3400473321555,7.266740468479585,21,Medio,No,Noche,Lectura/Escritura,65.6,1
16.858286127863266,88.71258219763011,90.29419347572774,8.739272793291464,20,Fácil,Sí,Noche,Visual,79.5,1
9.554037519963849,61.97375777370517,86.1092434055396,,24,Difícil,No,Noche,,71.0,1
2.471264971438294,56.16504672374715,65.43950621442778,5.426878580910353,22,Medio,No,Mañana,Visual,61.5,1
3.762472600789959,76.21400295301382,66.7146627293149,6.4396136569519795,19,Fácil,No,Tarde,,67.8,1
4.799552250996007,58.377507327728864,74.17174797238714,6.419383475463216,19,Fácil,No,Tarde,Auditivo,66.0,1
4.251291214782038,62.78740868999781,64.52925973315367,7.297387704969847,28,Medio,No,Tarde,Auditivo,62.0,1
12.806635470189963,59.98871433316225,73.76974726895004,6.828377661054999,23,Difícil,No,Noche,Visual,78.1,1
9.993727154824375,72.78219450947915,100.0,7.167834460362379,25,Medio,No,Mañana,Auditivo,84.1,1
16.15639921389853,89.3005290331352,100.0,6.752356852871105,18,Medio,Sí,Mañana,Visual,74.4,1
7.581710166106168,82.2422483053399,100.0,4.533447194854243,28,Fácil,No,Tarde,Visual,64.1,1
5.232534991594174,58.829583284348125,44.56949885214907,4.4416443492407485,23,Medio,No,Mañana,Visual,48.8,0
14.573393206359526,91.16939904601782,72.1044078869728,9.116939904601782,29,Difícil,Sí,Mañana,Kinestésico,77.4,1
13.305809371448687,58.879185942382975,55.77141313953531,,19,Medio,No,Noche,Auditivo,66.6,1
13.608568881087084,67.48540697480354,57.0844036223282,6.341498187244258,19,Fácil,Sí,Tarde,Auditivo,74.7,1
1.7781573161808097,71.64047651742656,100.0,5.73864047403053,24,Medio,No,Mañana,Kinestésico,69.6,1
17.771348033422903,67.40903475781438,79.11882413799606,8.122014182655912,27,Fácil,Sí,Tarde,Kinestésico,63.5,1
11.004090299462062,82.72111980322197,89.49946411222629,8.24004659475745,18,Medio,No,Tarde,Auditivo,60.8,1
7.324585924568389,47.870959578297104,100.0,8.639908404981789,23,Medio,No,Mañana,Visual,72.1,1
15.535296759603725,72.40015616926668,88.98216175566452,6.4877610162116595,24,Medio,No,Noche,,72.4,1
11.326419340801017,77.50976811990479,54.111824102548084,8.667553116307966,25,Fácil,No,Noche,,69.6,1
4.464703240396276,51.12238466429844,60.95369171390816,6.956711371593412,24,Difícil,No,Noche,Auditivo,45.1,0
3.6234876269892347,30.0,47.043269420577914,,23,Medio,No,Noche,Kinestésico,57.1,0
7.075080619905375,45.47879548130028,52.29431581630096,5.684206530426459,26,Medio,Sí,,Lectura/Escritura,68.3,1
9.692436817237509,52.60727206708536,87.97448842204146,5.700716121769754,20,Medio,No,Noche,Visual,66.7,1
7.721798431310603,48.72822174066268,74.57341429712329,6.873767003664303,28,Medio,No,Noche,,62.3,1
10.850923620561845,52.753873644346115,77.54104866842252,7.312757200588496,23,Medio,Sí,Noche,Auditivo,69.8,1
12.531738286805394,66.40929755992371,95.80179099601597,8.717343959822593,21,Medio,Sí,Mañana,Visual,59.0,0
13.431749474141778,58.57970988303543,88.03648628492317,6.586458371926066,19,Medio,Sí,,Visual,82.2,1
8.556250494214847,72.36204190201921,70.98363880215176,6.008257188565394,18,Fácil,No,Noche,Lectura/Escritura,70.5,1
5.7054519802482115,66.02074197759694,65.77570790858822,,29,Difícil,No,Noche,Visual,48.5,0
17.3763468072343,71.71622338945002,100.0,8.177554074815339,29,Medio,Sí,Mañana,Lectura/Escritura,79.5,1
13.166585976222708,99.65414838587999,43.74557025555327,5.043817894300204,18,Fácil,No,Noche,Kinestésico,78.4,1
9.161802324934513,71.6026188836052,95.37556270065974,,28,Medio,No,Noche,Kinestésico,72.8,1
17.688456249360257,90.76942387431735,98.68893637812093,6.012935522516567,27,Difícil,Sí,Noche,Visual,74.6,1
14.441546724188939,81.02197154824601,79.27272237662326,9.756962736087196,20,Difícil,Sí,Tarde,Visual,68.0,1
15.353722985346053,58.32662640917716,61.651619110883,6.832165539637622,21,Medio,Sí,Noche,,78.2,1
6.955136561453702,52.82656040177408,71.59630551775261,5.994163839065713,19,Fácil,No,Tarde,Visual,59.9,0
9.174522842903684,57.332723831490554,69.85010316533702,,29,Medio,Sí,,,53.4,0
1.0,51.28741780236987,88.41114881245716,,28,Fácil,No,Tarde,Visual,62.6,1
5.388348907915717,74.13541628073935,85.58602188617348,7.584675146708745,28,Difícil,No,Noche,Visual,76.0,1
19.79767991918762,100.0,52.8588129615851,9.028934146329533,28,Fácil,Sí,Mañana,Visual,79.9,1
8.90613465694208,61.53599800362211,50.69255905400449,6.362158403687881,18,Fácil,No,Tarde,Kinestésico,79.5,1
13.64120177650369,88.07403150830606,97.1411870384149,5.112238466429844,21,Medio,Sí,Noche,Visual,82.8,1
5.092298044768634,70.01881853552686,69.90196018881055,9.865899397238767,24,Medio,No,Noche,Visual,72.5,1
11.483033685483877,82.7751278514123,80.82733685078337,4.3746675743149215,27,Medio,No,Tarde,Auditivo,71.8,1
5.252263649443817,63.081780931441166,55.930139966376686,,28,Medio,No,Noche,Lectura/Escritura,61.1,1
8.828904030426902,55.03120511539299,81.51153131568786,5.484427012536842,23,Fácil,Sí,Noche,,69.4,1
3.1737131439096755,66.75694179152657,92.03350380188306,5.6952304929793875,23,Fácil,No,Mañana,Visual,58.4,0
9.654719375963984,70.84728422200227,65.32684066442468,7.945380737330661,28,Medio,No,Tarde,Auditivo,72.8,1
14.34923169006871,45.62088403105433,80.9321347419355,7.492335127023105,26,Fácil,Sí,Mañana,Lectura/Escritura,60.8,1
7.396692527137423,57.11635594074463,72.66118250314526,6.640929755992371,19,Medio,No,Tarde,Kinestésico,62.3,1
9.11086510506805,64.15324853291254,90.76910615974951,9.33140441002687,21,Medio,No,Tarde,Auditivo,65.1,1
7.955974403147715,48.9320033923068,39.52156276965924,8.606116895603815,22,Medio,No,,Visual,74.1,1
1.0,50.785279037300825,74.47302017216381,6.6059713589743945,18,Difícil,No,Noche,Auditivo,63.0,1
14.728081333716592,47.64497283504523,46.637628987550244,,25,Difícil,No,Mañana,Visual,65.2,1
11.365445113263705,74.80434513785623,89.30435591350032,6.443647373066354,25,Difícil,Sí,Mañana,Kinestésico,68.2,1
10.787347300673073,72.55277086168553,100.0,6.805626529491795,23,Fácil,No,Tarde,Kinestésico,81.1,1
1.0,75.16230488420608,85.01302415987305,10.0,29,Fácil,No,Tarde,Lectura/Escritura,65.6,1
11.171095969573098,87.02926313777428,100.0,8.930052903313522,22,Medio,Sí,,Visual,79.1,1
10.006272845175625,85.47263140326467,70.41871087528031,6.282962966082084,25,Difícil,No,Noche,Visual,61.8,1
15.222043974362979,60.77463245192393,84.95618150971666,9.496122606271514,20,Difícil,Sí,,Auditivo,73.4,1
15.558510387693222,53.46339449477253,83.2853372706851,7.5765621486615595,20,Difícil,Sí,Tarde,Kinestésico,69.8,1
7.969605881246539,69.00188180082787,69.0678652580645,5.413772478425731,19,Fácil,No,Noche,Kinestésico,64.4,1
10.471159626198551,72.20973470154787,88.60025156737602,6.725608653991118,22,Difícil,No,Tarde,,74.6,1
15.847003322588462,61.62411653120325,48.561083182865985,7.4018256513760745,20,Medio,Sí,Noche,Visual,61.6,1
1.9202727107607735,60.454202194452144,100.0,10.0,20,Fácil,No,Tarde,Auditivo,66.7,1
18.751108085616927,92.1290404217029,66.16468315779673,6.664126303052326,23,Medio,Sí,Mañana,Visual,80.7,1
10.572074463150004,68.8509468287403,92.5439129276472,6.427488019351657,25,Fácil,Sí,Noche,Lectura/Escritura,67.6,1
12.865576957035877,69.03959916193203,64.64419450955265,4.0,19,Medio,No,,Auditivo,62.9,1
6.440094473776375,73.66821273089694,65.94283041215071,,21,Medio,No,Noche,Kinestésico,60.7,1
16.348321925903278,84.18424400114978,73.82002121387714,7.103584187210805,28,Medio,Sí,Tarde,Auditivo,80.7,1
6.472350090813043,63.20712280911304,98.09229380325317,5.822445925184661,24,Medio,No,,Kinestésico,68.8,1
11.827657384864846,54.33386807691106,45.642791660011916,5.380465107163377,18,Difícil,Sí,Mañana,Visual,67.3,1
12.446533173279189,73.55198334822855,71.7489520809475,5.318409783815203,18,Medio,No,Tarde,Kinestésico,86.4,1
12.939819257500943,49.98900793053062,59.97334593921452,8.965025032087372,29,Medio,Sí,Noche,Visual,69.5,1
13.840376565854907,94.66552805145757,77.08636194050331,10.0,27,Difícil,No,Tarde,Auditivo,60.5,1
2.5861990802079147,48.62484188815681,100.0,6.843522854462252,24,Difícil,No,Noche,Visual,69.2,1
22.558956248653903,100.0,66.55034455095789,5.153080235830441,24,Fácil,Sí,Noche,Auditivo,97.5,1
3.0768587085608807,37.45458903736889,56.85839511447394,4.034585161412,18,Medio,No,Noche,Visual,58.1,0
5.539808205035699,61.26986370526375,65.55186918570746,6.270279459369032,18,Fácil,No,Tarde,Visual,60.4,1
6.243336484803626,79.04414640772362,75.22582716562259,,21,Fácil,No,Noche,Lectura/Escritura,73.7,1
4.275520133924694,83.60620366414453,75.67759670806984,,22,Medio,No,Tarde,Visual,63.5,1
5.17289846543958,50.613026603545165,64.29834369827356,8.092360532951107,22,Difícil,No,Tarde,Kinestésico,69.4,1
7.367915662144359,60.95585359227639,66.87842352498616,9.047886056827098,21,Fácil,Sí,Mañana,Lectura/Escritura,64.3,1
10.269863235262065,66.0986586224118,80.87971561677901,6.570797596367623,25,Difícil,Sí,,Visual,63.9,1
9.956089530862029,63.16539529393181,78.70959267930553,,24,Difícil,Sí,Mañana,Kinestésico,62.5,1
11.352427395136106,85.03084716756058,60.88940036325217,8.142029011696458,26,Difícil,Sí,Noche,Visual,68.1,1
16.376512373010762,73.9013413775882,81.61745143452839,8.695776144678181,24,Fácil,Sí,Mañana,Visual,78.3,1
6.631487722933311,67.63795809798077,65.66393472690822,7.3320155523012485,27,Difícil,No,Tarde,Auditivo,59.5,0
13.891124530274281,80.05836160934287,99.30744094599535,6.667984447698751,18,Medio,Sí,Noche,Lectura/Escritura,80.0,1
16.320331847679086,66.52538416453034,79.8909503078626,6.915271577799772,24,Medio,No,Tarde,Visual,62.5,1
14.098278486859005,47.75859724062374,93.2935728254381,,18,Fácil,Sí,Mañana,Auditivo,81.8,1
9.868255043040953,50.17081238714949,48.680842877632486,4.201221863929746,24,Fácil,Sí,Mañana,Auditivo,60.8,1
9.2761019717432,82.66727616850945,64.35620538161392,7.520225651806069,27,Medio,No,Noche,Lectura/Escritura,67.1,1
